rank,Youtuber,subscribers,video views,video count,category,started
334,★ Kids Roma Show,"19,100,000","6,410,853,410",589,People & Blogs,2015
335,Fatos Desconhecidos,"19,100,000","3,252,868,093","5,240",Entertainment,2013
336,JukiLop,"19,100,000","1,540,403,509",85,People & Blogs,2017
337,Crafty Panda,"19,000,000","5,672,497,949",613,People & Blogs,2017
338,Kurzgesagt – In a Nutshell,"19,000,000","2,052,293,685",161,Education,2013
339,DLS News,"19,000,000","1,946,197,106","3,559",News & Politics,2017
340,NBA,"18,900,000","10,791,851,871","42,086",Sports,2005
341,Jimmy Kimmel Live,"18,800,000","12,472,520,905","6,073",Entertainment,2006
342,The ACE Family,"18,800,000","4,497,282,091",668,People & Blogs,2016
343,Clash of Clans,"18,800,000","3,623,586,697",553,Gaming,2013
344,Sun TV,"18,700,000","13,622,998,578","34,648",People & Blogs,2016
345,Ninja Kidz TV,"18,700,000","9,145,485,770",267,Entertainment,2017
346,Netflix India,"18,700,000","5,228,700,571","2,707",People & Blogs,2016
347,Beast Reacts,"18,700,000","2,528,480,817",215,People & Blogs,2016
348,Britain's Got Talent,"18,600,000","10,512,530,241","3,735",Entertainment,2008
349,TRT Originals Urdu,"18,600,000","7,370,103,100",740,Entertainment,2020
350,Lil Nas X,"18,600,000","5,659,051,618",37,Music,2018
351,Calvin Harris,"18,500,000","14,886,853,329",76,Music,2007
352,Green Gold TV - Official Channel,"18,500,000","8,985,315,647","1,090",Film & Animation,2011
353,TheWillyrex,"18,500,000","6,957,319,094","6,798",Comedy,2011
354,Cardi B,"18,500,000","7,069,624,864",60,People & Blogs,2016
355,invictor,"18,500,000","7,050,721,828","2,106",Gaming,2013
356,shakiraVEVO,"18,400,000","22,257,341,033",189,Music,2009
357,CKN,"18,300,000","18,786,377,776",814,Entertainment,2015
358,Official Pink Panther,"18,300,000","9,942,133,522",629,Film & Animation,2013
359,Sonotek,"18,300,000","7,133,240,982","8,169",Entertainment,2011
360,MiawAug,"18,200,000","5,236,302,709","3,287",Gaming,2014
361,KBS WORLD TV,"18,200,000","13,926,619,677","58,485",Entertainment,2007
362,Turma da Mônica,"18,200,000","13,088,159,940","1,094",Film & Animation,2012
363,CookieSwirlC,"18,200,000","20,938,593,710","3,571",Entertainment,2013
364,David Dobrik,"18,200,000","7,087,407,988",536,People & Blogs,2014
365,Unbox Therapy,"18,200,000","4,332,532,776","2,053",Science & Technology,2010
366,The Royalty Family,"18,200,000","4,490,004,408",633,People & Blogs,2017
367,A_S Gaming,"18,200,000","2,476,464,261",932,Gaming,2016
368,HiMan,"18,200,000","2,367,699,484",326,People & Blogs,2014
369,BabyBus - Cerita & Lagu Anak-anak,"18,100,000","10,232,250,581",672,Education,2019
370,Dan-Sa / Daniel Saboya,"18,100,000","6,165,702,828","2,062",Music,2007
371,Vania Mania Kids,"18,100,000","6,908,411,472",825,People & Blogs,2015
372,PDK Films,"18,100,000","3,910,330,714",108,Entertainment,2009
373,GEN HALILINTAR,"18,100,000","3,178,960,318",969,Entertainment,2015
374,ElTrollino,"18,000,000","5,486,103,239","1,517",Entertainment,2013
375,Мирошка ТВ,"18,000,000","4,603,751,673",84,Education,2018
376,TheOdd1sOut,"18,000,000","4,023,496,321",113,Comedy,2014
377,INCRÍVEL,"18,000,000","3,017,467,860","5,682",People & Blogs,2017
378,Emiway Bantai,"18,000,000","3,038,899,728",201,Music,2013
379,Vsauce,"18,000,000","2,415,927,927",391,Science & Technology,2007
380,Farruko,"17,900,000","8,480,000,414",193,Music,2009
381,Diana and Roma EN,"17,900,000","3,868,166,958",424,People & Blogs,2011
382,ArianaGrandeVevo,"17,800,000","19,011,269,725",177,Music,2010
383,Like Nastya Vlog,"17,800,000","7,561,933,732",397,People & Blogs,2016
384,Demi Lovato,"17,800,000","6,495,131,112",282,Music,2008
385,Lele Pons,"17,800,000","4,958,584,356",154,Comedy,2015
386,Lil Pump,"17,800,000","4,091,109,829",59,Music,2015
387,Naisa Alifia Yuriza (N.A.Y),"17,800,000","2,521,515,641","1,462",People & Blogs,2017
388,SCTV,"17,700,000","8,588,329,369","50,080",Entertainment,2011
389,Good Mythical Morning,"17,700,000","8,074,270,215","2,980",Entertainment,2008
390,TheGrefg,"17,700,000","6,077,820,746","3,332",Gaming,2012
391,Ali-A,"17,700,000","5,766,028,299","3,920",Gaming,2006
392,Marmok,"17,700,000","3,131,925,799",344,Gaming,2008
393,Mother Goose Club Playhouse,"17,600,000","15,500,399,390","1,282",Shows,2009
394,RsiamMusic : อาร์สยาม,"17,600,000","10,952,154,122","2,663",Music,2011
395,Little Angel Español - Canciones Infantiles,"17,600,000","8,525,569,510",580,Education,2018
396,Познаватель,"17,600,000","8,522,826,642",476,Entertainment,2014
397,JFlaMusic,"17,600,000","3,657,526,529",282,Music,2011
398,Village Cooking Channel,"17,600,000","4,477,436,881",211,Howto & Style,2018
399,FactTechz,"17,500,000","2,112,929,572",578,Entertainment,2016
400,Sebastián Yatra,"17,400,000","9,316,925,082",196,News & Politics,2013
401,officialpsy,"17,400,000","9,825,292,199",119,Music,2010
402,Vlad and Niki IDN,"17,400,000","8,231,518,268",392,,2018
403,Porta dos Fundos,"17,400,000","7,258,838,590","1,960",Entertainment,2012
404,Liza Koshy,"17,400,000","2,595,554,113",189,Comedy,2013
405,etvteluguindia,"17,300,000","19,465,295,267","111,360",Entertainment,2010
406,Vijay Television,"17,300,000","19,901,616,359","27,059",Entertainment,2007
407,TED-Ed,"17,300,000","3,287,834,094","1,948",Education,2011
408,Stubborn Facts,"17,300,000","827,786,482",217,Film & Animation,2016
409,PopularMMOs,"17,200,000","14,475,783,059","4,686",Gaming,2012
410,SQUEEZIE,"17,200,000","9,258,609,822","1,471",Gaming,2011
411,Masha e o Urso,"17,200,000","7,131,816,532",856,Shows,2016
412,Willyrex,"17,200,000","4,808,457,361","6,686",Gaming,2009
413,RobleisIUTU,"17,200,000","4,680,573,231","1,145",Entertainment,2013
414,EeOneGuy,"17,200,000","3,804,413,513",363,Entertainment,2013
415,LuisFonsiVEVO,"17,100,000","14,008,585,257",96,Music,2009
416,GRAMMY GOLD OFFICIAL,"17,100,000","17,974,040,182","5,334",Music,2014
417,SUPER SLICK SLIME SAM,"17,100,000","6,078,466,417",741,Howto & Style,2018
418,HowToBasic,"17,100,000","3,561,001,854",563,Howto & Style,2011
419,李子柒 Liziqi,"17,100,000","2,801,548,472",128,Howto & Style,2017
420,Gaby and Alex,"17,000,000","7,942,553,236",351,Entertainment,2012
421,شبكة العاب العرب | Arab Games Network,"17,000,000","7,723,277,433","5,515",Gaming,2013
422,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,"17,000,000","6,221,383,175",192,Education,2017
423,Rafa & Luiz,"17,000,000","6,273,315,738","2,184",Entertainment,2015
424,Khan GS Research Centre,"17,000,000","1,670,639,781",347,Education,2019
425,हिंदी - Genevieve's Playhouse,"16,900,000","9,195,178,282",96,Education,2018
426,الـريماس - Al-Remas,"16,900,000","10,550,888,024","2,047",Music,2013
427,Junya.じゅんや,"16,900,000","9,529,205,653","3,150",Entertainment,2020
428,Guava Juice,"16,900,000","8,614,218,175","1,754",Gaming,2006
429,Doggy Doggy Cartoons,"16,800,000","6,459,285,262","4,723",Entertainment,2012
430,IGN,"16,800,000","14,633,922,961","149,770",Gaming,2006
431,Jason Derulo,"16,800,000","8,808,599,101",451,Music,2008
432,Maya and Mary,"16,800,000","6,304,251,610",539,Entertainment,2013
433,DUDU e CAROL,"16,700,000","6,530,946,230","2,874",Autos & Vehicles,2013
434,Jane ASMR 제인,"16,700,000","6,443,586,305","1,546",,2012
435,Anitta,"16,700,000","6,610,175,435",99,Music,2011
436,Werever2morro,"16,700,000","2,714,071,108",972,Entertainment,2007
437,Triggered Insaan,"16,700,000","2,657,491,028",265,Comedy,2014
438,7clouds,"16,600,000","11,637,964,945","1,940",Music,2013
439,Tu COSMOPOLIS,"16,600,000","4,875,900,353","6,796",People & Blogs,2014
440,DeToxoMoroxo,"16,600,000","2,212,149,791",488,Entertainment,2012
441,Sourav Joshi Vlogs,"16,500,000","5,970,849,535","1,039",People & Blogs,2019
442,TheBrianMaps,"16,500,000","4,090,289,417",476,Comedy,2012
443,Manual do Mundo,"16,500,000","3,367,572,384","2,117",Howto & Style,2006
444,SonyMusicSouthVEVO,"16,400,000","15,090,557,603","4,304",Music,2014
445,zbing z.,"16,400,000","8,307,904,773","2,763",Gaming,2014
446,Dhar Mann,"16,400,000","8,642,459,264",649,People & Blogs,2018
447,IDEAS EN 5 MINUTOS,"16,400,000","3,509,049,258","4,658",Howto & Style,2017
448,W2S,"16,300,000","4,739,609,055",653,Gaming,2012
449,Shemaroo Comedy,"16,300,000","4,923,411,314","3,467",Entertainment,2007
450,ExtraPolinesios,"16,300,000","4,696,367,446",480,People & Blogs,2012
451,Goldmines Great Indian Comedy,"16,300,000","4,238,595,667","2,008",Film & Animation,2016
452,Prajapati News,"16,300,000","907,965,523","1,081",Comedy,2013
453,SOMOY TV,"16,200,000","9,476,895,180","124,072",News & Politics,2015
454,Sony AATH,"16,200,000","10,718,891,416","14,759",Shows,2013
455,Miley Cyrus,"16,200,000","6,235,405,830",124,Entertainment,2009
456,Sandra Cires Art,"16,200,000","3,702,173,328",953,Howto & Style,2011
457,tanboy kun,"16,200,000","3,020,272,233",582,People & Blogs,2016
458,Sidhu Moose Wala,"16,200,000","4,078,330,367",111,Music,2017
459,Blippi - Educational Videos for Kids,"16,100,000","12,991,967,769",453,Education,2014
460,Queen Official,"16,100,000","9,723,539,941",908,Music,2008
461,Travis Scott,"16,100,000","7,187,033,169",13,Music,2013
462,Les' Copaque Production,"16,100,000","7,954,662,776","1,427",Film & Animation,2009
463,Zuni and Family,"16,100,000","5,830,669,187",176,People & Blogs,2017
464,Sidemen,"16,100,000","4,196,033,350",264,Entertainment,2015
465,The Game Theorists,"16,100,000","3,546,490,692",659,Gaming,2009
466,Antrax,"16,100,000","2,949,891,202",654,Gaming,2015
467,Canal IN,"16,100,000","2,573,050,059",723,People & Blogs,2017
468,Dushyant kukreja,"16,000,000","11,095,340,736",571,Entertainment,2015
469,TRANS TV Official,"16,000,000","8,780,937,851","123,467",Entertainment,2014
470,Little Mix,"16,000,000","7,047,968,268",278,Music,2011
471,RKD Studios,"16,000,000","4,133,234,619",622,Entertainment,2014
472,FailArmy,"16,000,000","2,041,620,563",337,Comedy,2011
473,El Reino a Jugar,"15,900,000","10,175,537,321",872,Education,2015
474,DopeLyrics,"15,900,000","9,803,533,121","1,937",Music,2016
475,Boyce Avenue,"15,900,000","6,230,190,520",438,Music,2007
476,Camila Cabello,"15,900,000","6,086,165,889",61,Music,2015
477,VICE,"15,900,000","4,174,962,442","3,694",Entertainment,2005
478,Kaykai Salaider,"15,900,000","4,248,704,474",399,Comedy,2011
479,Fede Vigevani,"15,900,000","4,745,414,554",865,Howto & Style,2009
480,Marques Brownlee,"15,900,000","3,082,486,680","1,454",Science & Technology,2008
481,jeffreestar,"15,900,000","2,575,183,135",428,Howto & Style,2006
482,Apple,"15,900,000","808,136,104",205,Science & Technology,2005
483,Kids Play,"15,800,000","7,713,981,883",545,Entertainment,2018
484,Aayu and Pihu Show,"15,800,000","7,837,311,552",352,Comedy,2017
485,JJ Olatunji,"15,800,000","3,631,494,389","1,183",Gaming,2011
486,Katie Angel,"15,800,000","3,007,947,714",732,People & Blogs,2015
487,MissaSinfonia,"15,800,000","1,918,777,559",232,Comedy,2011
488,AMARINTV : อมรินทร์ทีวี,"15,700,000","11,194,074,075","97,231",Entertainment,2014
489,Rotten Tomatoes Trailers,"15,700,000","12,811,981,848","9,582",Film & Animation,2011
490,Pitbull,"15,700,000","11,458,130,113",302,Music,2006
491,Enes Batur,"15,700,000","9,410,061,135","1,979",Gaming,2012
492,Jennifer Lopez,"15,700,000","9,512,025,119",224,Music,2005
493,Jason Vlogs,"15,700,000","7,137,778,517",666,Education,2015
494,Alejo Igoa,"15,700,000","5,276,127,016",699,Comedy,2014
495,Matt Stonie,"15,700,000","3,249,162,653",401,Entertainment,2012
496,Caeli YT,"15,700,000","1,509,244,860",545,Entertainment,2010
497,Pop Chartbusters,"15,600,000","7,817,983,360","2,154",Music,2011
498,Tilak,"15,600,000","6,132,515,137","3,614",Film & Animation,2020
499,AdMe,"15,600,000","4,012,749,893","5,356",Entertainment,2015
500,FunFun Toy Doll TV,"15,500,000","6,948,469,648",706,Entertainment,2016
501,News24,"15,500,000","5,982,443,648","157,377",News & Politics,2014
502,Roman Atwood Vlogs,"15,500,000","5,442,036,950","1,726",People & Blogs,2013
503,Dyland PROS,"15,500,000","1,294,519,810","1,803",Entertainment,2015
504,Gato Galactico | GALÁXIA,"15,400,000","5,602,802,498","2,085",Film & Animation,2013
505,FitDance,"15,400,000","6,541,827,030","3,537",Music,2013
506,Smile Family Spanish,"15,400,000","5,534,075,089",343,,2019
507,wifistudy,"15,400,000","2,805,232,542","46,290",Education,2014
508,Live,"15,300,000",0,0,,2015
509,RCTI - LAYAR DRAMA INDONESIA,"15,300,000","12,818,689,835","58,886",Entertainment,2015
510,SriBalajiMovies,"15,200,000","8,199,671,601","16,953",Entertainment,2011
511,Oyuncak Avı,"15,200,000","8,085,387,780",544,Entertainment,2014
512,AdeleVEVO,"15,200,000","11,470,355,227",51,Music,2009
513,Camilo,"15,200,000","6,003,697,328",80,Music,2010
514,Kerajinan 5-Menit,"15,200,000","4,465,727,515","3,392",People & Blogs,2018
515,Bizarrap,"15,200,000","4,683,488,651",78,Comedy,2017
516,T3ddy,"15,200,000","2,528,566,554","1,700",Comedy,2012
517,Musas,"15,200,000","2,359,375,167",611,Howto & Style,2012
518,Dan Rhodes,"15,100,000","10,715,145,365","1,315",Entertainment,2015
519,With Kids[위드키즈],"15,100,000","7,990,515,155",863,Entertainment,2012
520,And TV,"15,100,000","11,583,824,903","26,477",Entertainment,2015
521,TheRichest,"15,100,000","2,919,203,136","2,206",Education,2014
522,LOKESH GAMER,"15,100,000","1,535,589,708","1,186",Gaming,2017
523,Technoblade,"15,100,000","1,488,692,745",988,Gaming,2013
524,Ch7HD,"15,000,000","11,688,798,550","49,889",Entertainment,2010
525,POPS Kids,"15,000,000","8,678,492,072","4,478",Music,2014
526,SAM SMITH,"15,000,000","8,769,075,543",67,Music,2012
527,Like Nastya IDN,"15,000,000","6,483,845,834",430,Entertainment,2019
528,Like Nastya VNM,"15,000,000","8,132,415,475",456,Entertainment,2019
529,5-Minute Crafts FAMILY,"15,000,000","5,438,131,771","3,440",People & Blogs,2018
530,zayn,"15,000,000","4,559,692,349",14,Music,2016
531,Makiman131,"15,000,000","4,484,263,923","3,102",Gaming,2013
532,حِرف إبداعية في 5 دقائق,"15,000,000","4,160,511,912","4,404",Howto & Style,2017
533,Stokes Twins,"15,000,000","2,774,875,062",216,People & Blogs,2008
534,Ranz Kyle,"15,000,000","1,678,559,984",479,People & Blogs,2008
535,НТВ,"14,900,000","439,098",1,People & Blogs,2008
536,Henrique e Juliano,"14,900,000","12,484,253,152",285,Music,2009
537,LEGO,"14,900,000","18,840,617,532","28,683",Entertainment,2005
538,Volga Video,"14,900,000","9,171,517,368","18,735",Film & Animation,2012
539,Lahari Music | T-Series,"14,900,000","10,469,251,425","8,169",Music,2011
540,Kwebbelkop,"14,900,000","6,655,475,239","4,951",Gaming,2008
541,Talking Tom & Friends,"14,900,000","6,178,735,188",392,Entertainment,2010
542,Mariale,"14,900,000","2,568,493,946","1,918",Howto & Style,2010
543,Harsh Beniwal,"14,900,000","1,630,452,954",158,Comedy,2015
544,GMMTV OFFICIAL​​,"14,800,000","10,387,146,066","19,368",Entertainment,2010
545,BIGBANG,"14,800,000","7,353,265,213",776,Music,2005
546,La Rosa de Guadalupe,"14,800,000","8,349,695,433","5,225",Entertainment,2015
547,Dave and Ava - Nursery Rhymes and Baby Songs,"14,800,000","9,864,262,216",732,Education,2014
548,League of Legends,"14,800,000","6,604,382,784","1,340",Gaming,2009
549,Super Senya,"14,800,000","4,790,199,895",525,Entertainment,2016
550,Lachlan,"14,800,000","5,013,387,703","3,646",Gaming,2013
551,Reaction Time,"14,800,000","4,255,591,418","1,684",Entertainment,2015
552,ERB,"14,800,000","3,905,723,697",85,Entertainment,2006
553,YOLO AVENTURAS,"14,800,000","3,689,834,035",976,People & Blogs,2018
554,MrBeast Shorts,"14,800,000","1,938,796,955",87,People & Blogs,2020
555,Niana Guerrero,"14,800,000","1,359,023,136",391,Entertainment,2013
556,Zé Neto e Cristiano,"14,700,000","10,398,104,437",212,Music,2012
557,Dangal TV Channel,"14,700,000","8,282,592,676","8,625",Entertainment,2017
558,MK MUSIC,"14,700,000","7,773,089,325","4,624",Music,2010
559,NDTV India,"14,700,000","5,647,481,648","65,241",News & Politics,2008
560,les boys tv2,"14,700,000","4,518,966,874",381,Entertainment,2017
561,iTownGamePlay *Terror&Diversión*,"14,700,000","4,784,433,628","7,674",Entertainment,2012
562,Planeta das Gêmeas,"14,700,000","4,468,774,867",899,People & Blogs,2015
563,IDEIAS INCRÍVEIS,"14,700,000","3,498,040,367","4,643",Howto & Style,2017
564,Linus Tech Tips,"14,700,000","6,062,569,897","5,864",Science & Technology,2008
565,Maroon5VEVO,"14,600,000","18,917,303,323",143,Music,2009
566,Major Lazer Official,"14,600,000","8,886,913,617",407,Music,2009
567,Jorge & Mateus Oficial,"14,600,000","7,981,563,626",294,Music,2008
568,NMF News,"14,600,000","6,090,840,731","95,987",News & Politics,2013
569,BBC News Hindi,"14,600,000","5,544,547,819","16,437",News & Politics,2009
570,Lilly Singh,"14,600,000","3,480,250,258",858,Comedy,2010
571,MattyBRaps,"14,600,000","3,226,020,734",175,Music,2010
572,Daftar Populer,"14,600,000","1,859,586,741","2,898",Education,2017
573,LEGENDA FUNK,"14,600,000","1,310,544,121","2,250",Music,2013
574,SelenaGomezVEVO,"14,500,000","10,323,589,482",183,Music,2009
575,El Payaso Plim Plim,"14,500,000","12,573,029,533",992,Film & Animation,2013
576,Fueled By Ramen,"14,500,000","12,629,200,270","1,190",Music,2006
577,Thairath Online,"14,500,000","11,995,915,981","209,097",News & Politics,2010
578,CollegeHumor,"14,500,000","7,331,868,655","3,307",Comedy,2006
579,Bollywood Classics,"14,500,000","6,036,342,725","1,147",Entertainment,2011
580,Zhong,"14,500,000","9,685,321,623","1,081",Entertainment,2015
581,Wow Kidz Action,"14,500,000","6,378,481,319","1,445",Film & Animation,2017
582,News18 India,"14,500,000","5,069,817,134","120,858",News & Politics,2007
583,XpressTV,"14,500,000","3,644,137,000",630,Entertainment,2014
584,Maha Fun Tv,"14,500,000","2,385,190,008",51,Entertainment,2017
585,Mobile Legends: Bang Bang Official,"14,500,000","2,655,046,551","2,410",Gaming,2016
586,حقائق وأسرار,"14,500,000","2,175,911,149","1,312",Entertainment,2016
587,Drawblogs,"14,500,000","1,694,934,569",362,Entertainment,2014
588,Canal Nostalgia,"14,500,000","1,416,689,094",370,Entertainment,2008
589,Fifth Harmony,"14,400,000","7,526,971,366",67,Music,2013
590,Team Films Bhojpuri,"14,400,000","6,164,527,861","20,085",Music,2014
591,Chad Wild Clay,"14,400,000","6,161,605,244",630,Comedy,2006
592,Boram Tube ToysReview [보람튜브 토이리뷰],"14,400,000","4,914,128,767",568,People & Blogs,2016
593,Martin Garrix,"14,400,000","5,558,117,744",305,Music,2011
594,LIV Crime,"14,400,000","7,061,275,751","4,281",People & Blogs,2020
595,Super Polina,"14,400,000","4,812,187,551",539,People & Blogs,2014
596,Rclbeauty101,"14,400,000","3,919,524,704",478,Comedy,2010
597,TWICE,"14,400,000","3,733,683,543",852,Music,2016
598,Arif muhammad,"14,400,000","3,400,090,845",428,People & Blogs,2017
599,Cyprien,"14,400,000","3,005,899,595",205,Comedy,2007
600,The Slow Mo Guys,"14,400,000","2,346,592,288",297,Entertainment,2010
601,Дима Масленников,"14,400,000","2,013,234,398",401,Entertainment,2014
602,Genierock,"14,300,000","13,310,308,313","1,540",Music,2008
603,mujjuu___14,"14,300,000","9,548,597,909",556,People & Blogs,2020
604,PlayStation,"14,300,000","4,230,572,281","17,878",Gaming,2005
605,Gyan Gamingㅤ,"14,300,000","2,081,351,545","2,514",Gaming,2017
606,Zach King,"14,300,000","2,014,152,450",398,Entertainment,2013
607,It's Mamix,"14,300,000","1,547,521,967",200,People & Blogs,2017
608,Hear This Music,"14,200,000","8,511,385,256",38,Music,2016
609,Unspeakable,"14,200,000","7,365,642,885",668,Gaming,2016
610,SIS vs BRO,"14,200,000","6,767,838,159",357,Entertainment,2016
611,Mohamed Ramadan I محمد رمضان,"14,200,000","4,812,994,887",599,People & Blogs,2014
612,Trap City,"14,200,000","4,885,163,357","2,554",Music,2012
613,Totoy kids - Español,"14,200,000","4,533,034,236",167,Film & Animation,2017
614,Camila Loures,"14,200,000","4,189,052,804","3,429",Music,2014
615,Zach Choi ASMR,"14,200,000","2,512,937,687",638,People & Blogs,2014
616,MalumaVEVO,"14,100,000","17,905,081,262",168,Music,2011
617,ABS-CBN News,"14,100,000","9,438,904,191","174,684",News & Politics,2009
618,CNN,"14,100,000","12,083,277,333","155,569",News & Politics,2005
619,Zee Music Classic,"14,100,000","5,021,164,640",964,Music,2014
620,ช่อง8 : Thai Ch8,"14,100,000","5,221,155,648","20,582",Entertainment,2011
621,Daily Dose Of Internet,"14,100,000","4,265,711,762",396,Entertainment,2015
622,Invento na Hora,"14,100,000","3,851,507,257","1,189",Film & Animation,2014
623,#Refugio Mental,"14,100,000","3,410,001,605",688,Entertainment,2013
624,Anasala I أنس و أصالة,"14,100,000","3,068,619,934",407,Entertainment,2017
625,Мастерская Настроения,"14,000,000","3,636,809,960",891,Entertainment,2013
626,Aphmau,"14,000,000","13,364,784,369","3,996",Gaming,2012
627,O Canal do Joãozinho - Little Angel Português,"14,000,000","7,752,154,061",649,Entertainment,2018
628,Трум Трум,"14,000,000","6,272,005,457","1,987",Howto & Style,2015
629,AM3NlC,"14,000,000","4,816,638,383","5,446",Gaming,2012
630,F2Freestylers - Ultimate Soccer Skills Channel,"14,000,000","3,152,582,636",777,Sports,2011
631,A2 Motivation by {Arvind Arora},"13,900,000","8,013,016,996","2,340",Entertainment,2017
632,Taarak Mehta Ka Ooltah Chashmah,"13,900,000","8,048,210,407","2,519",Entertainment,2014
633,EdisonPts,"13,900,000","5,606,959,168","3,490",Gaming,2013
634,UFC - Ultimate Fighting Championship,"13,900,000","5,422,335,319","12,258",Sports,2006
635,Kuplinov ► Play,"13,900,000","5,778,034,318","6,400",Gaming,2012
636,CoryxKenshin,"13,900,000","5,816,295,650","1,628",Gaming,2009
637,DM - Desi Melodies,"13,900,000","5,056,080,182",45,Music,2017
638,Bie The Ska,"13,900,000","4,427,609,230","1,349",Entertainment,2006
639,Saad Lamjarred | سعد لمجرد,"13,900,000","3,931,202,248",156,Music,2012
640,Doc Tops,"13,900,000","2,469,411,668",437,Entertainment,2014
641,Mis Pastelitos,"13,900,000","2,382,268,150",534,Howto & Style,2014
642,NikkieTutorials,"13,900,000","1,562,768,226",852,Howto & Style,2008
643,FC Barcelona,"13,800,000","2,203,376,862","9,960",Sports,2006
644,Blippi Español,"13,800,000","7,685,405,847",408,People & Blogs,2017
645,Daniel LaBelle,"13,800,000","7,013,383,323",224,Comedy,2009
646,melanie martinez,"13,800,000","3,835,968,267",96,Music,2007
647,Rosanna Pansino,"13,800,000","4,057,054,946","1,007",Howto & Style,2010
648,Auron,"13,800,000","2,583,408,205",694,People & Blogs,2013
649,NOBRU,"13,700,000","225,191,097",344,Gaming,2016
650,Mazhavil Manorama,"13,700,000","13,822,177,908","70,454",Entertainment,2011
651,MNCTV OFFICIAL,"13,700,000","7,394,853,164","54,722",Entertainment,2012
652,ADEL et SAMI,"13,700,000","5,660,289,473",362,Entertainment,2018
653,NichLmao,"13,700,000","7,269,291,992",562,People & Blogs,2018
654,Hongyu ASMR 홍유,"13,700,000","4,285,457,943",515,People & Blogs,2018
655,Dang Matt Smith,"13,700,000","3,101,895,284","1,372",Entertainment,2011
656,Darkar Company Studios,"13,700,000","2,201,167,967",164,Film & Animation,2009
657,MAIKI021,"13,700,000","1,893,820,151","2,919",Entertainment,2008
658,Wengie,"13,700,000","1,882,235,841",373,Howto & Style,2010
659,GMM25Thailand,"13,600,000","8,727,207,691","53,533",Entertainment,2011
660,50 Cent,"13,600,000","8,649,139,354",417,Music,2007
661,Lyna,"13,600,000","5,801,199,256","4,452",Gaming,2014
662,TazerCraft,"13,600,000","5,325,454,303","3,977",Gaming,2011
663,CrashCourse,"13,600,000","1,699,669,363","1,436",Education,2006
664,Zig & Sharko,"13,500,000","8,306,091,825",826,Film & Animation,2015
