rank,Youtuber,subscribers,video views,video count,category,started
665,5-Minute Crafts Recycle,"13,500,000","7,508,843,409","2,770",People & Blogs,2019
666,Aadishakti Films,"13,500,000","5,860,777,243","4,599",Music,2016
667,infobells,"13,500,000","4,977,566,807",463,Education,2011
668,The World Adventures हिन्दी,"13,500,000","2,116,009,610",854,People & Blogs,2016
669,PlayHard,"13,500,000","1,926,532,344","2,138",Gaming,2014
670,Neha Kakkar,"13,500,000","1,792,757,553",122,Music,2012
671,ZEE5,"13,400,000","15,778,544,226","69,731",Entertainment,2018
672,Jake Fellman,"13,400,000","10,047,123,955",352,Entertainment,2012
673,ABC News,"13,400,000","11,589,784,991","71,206",News & Politics,2006
674,Gallina Pintadita,"13,400,000","9,054,727,117",59,Music,2011
675,Telemundo,"13,400,000","7,855,326,888","18,325",Entertainment,2007
676,Wesley Safadão,"13,400,000","7,301,307,830",371,Music,2009
677,AzzyLand,"13,400,000","6,045,422,126","1,620",Gaming,2015
678,FAPTV,"13,400,000","4,975,821,188",595,Comedy,2014
679,TV Ana Emilia,"13,400,000","4,344,884,807",493,People & Blogs,2014
680,Harry Styles,"13,400,000","4,427,208,053",13,People & Blogs,2017
681,Lindsey Stirling,"13,400,000","3,533,680,308",172,Music,2007
682,Kurt Hugo Schneider,"13,400,000","3,659,613,327",681,Entertainment,2007
683,Narins Beauty,"13,400,000","2,046,344,368",406,Howto & Style,2014
684,Kim Loaiza,"13,400,000","1,092,248,349",12,Music,2019
685,YOLO,"13,400,000","638,326,662",117,Comedy,2015
686,jbalvinVEVO,"13,300,000","19,691,312,985",235,Music,2010
687,Atlantic Records,"13,300,000","11,695,828,552","1,421",Music,2006
688,Wish 107.5,"13,300,000","5,259,245,361","1,552",Music,2014
689,H2ODelirious,"13,300,000","4,229,571,870","3,027",Gaming,2007
690,Vlad and Niki ARA,"13,200,000","6,282,100,713",404,,2019
691,MyMissAnand,"13,200,000","4,522,774,674",275,People & Blogs,2014
692,PrestonPlayz,"13,200,000","4,655,009,420",694,Gaming,2018
693,123 GO! Spanish,"13,200,000","4,639,173,668",340,People & Blogs,2019
694,Anaysa,"13,200,000","3,173,575,287",490,Howto & Style,2012
695,JD Pantoja,"13,200,000","1,380,896,972",16,People & Blogs,2017
696,ETV Jabardasth,"13,100,000","12,102,023,764","7,805",People & Blogs,2015
697,theRadBrad,"13,100,000","5,791,129,136","7,672",Gaming,2006
698,SRK MUSIC,"13,100,000","5,680,652,976","4,895",Music,2012
699,The LaBrant Fam,"13,100,000","4,606,244,054",586,Comedy,2012
700,Vlad and Niki ESP,"13,100,000","4,846,410,942",409,,2018
701,MSA previously My Story Animated,"13,100,000","5,149,512,811",838,Film & Animation,2019
702,The Q,"13,100,000","4,064,473,466",276,People & Blogs,2017
703,Desi Gamers,"13,100,000","1,938,724,616","1,223",Gaming,2015
704,Matheus Yurley,"13,100,000","741,066,278",238,Entertainment,2015
705,Calon Sarjana,"13,000,000","10,664,585",29,Entertainment,2016
706,Saturday Night Live,"13,000,000","13,581,231,885","7,996",Entertainment,2013
707,EnriqueIglesiasVEVO,"13,000,000","14,773,705,750",137,Music,2009
708,Поззи,"13,000,000","6,244,275,339","3,000",People & Blogs,2012
709,The MriDul,"13,000,000","3,545,774,062",96,Comedy,2015
710,Conor Maynard,"13,000,000","2,581,452,824",282,Music,2006
711,DALLMYD,"13,000,000","1,738,311,790",616,Sports,2011
712,ГЛЕНТ,"13,000,000","926,279,238",221,People & Blogs,2019
713,Coke Studio,"12,900,000","3,274,234,309",529,Music,2014
714,BeyoncéVEVO,"12,900,000","13,130,570,880",167,Music,2009
715,O Reino Infantil,"12,900,000","9,539,435,945","1,055",Music,2014
716,twenty one pilots,"12,900,000","4,621,224,472",173,Music,2009
717,Gulshan Kalra,"12,900,000","6,130,500,064",339,Howto & Style,2018
718,How Ridiculous,"12,900,000","5,543,670,656",390,Sports,2009
719,Matt Steffanina,"12,900,000","2,970,575,636",486,Entertainment,2011
720,The Shiny Peanut,"12,900,000","2,839,759,455","2,331",Education,2016
721,NishaMadhulika,"12,900,000","2,639,885,987","1,931",Howto & Style,2009
722,ATHLEAN-X™,"12,900,000","2,162,786,560","1,296",Howto & Style,2006
723,O Que Não Dizer Oficial,"12,900,000","1,636,814,649",511,Comedy,2015
724,Alex Gonzaga Official,"12,900,000","1,300,528,162",238,People & Blogs,2017
725,Everson Zoio,"12,900,000","990,362,305",587,Comedy,2009
726,Infobells Bangla,"12,800,000","6,165,983,944",284,Education,2016
727,SMOL,"12,800,000","13,067,020,729","1,960",People & Blogs,2021
728,RedeTV,"12,800,000","8,366,717,082","36,800",Entertainment,2011
729,Crazy Frog,"12,800,000","6,887,508,307",33,Music,2009
730,MrSuicideSheep,"12,800,000","6,722,961,376","3,212",Entertainment,2010
731,T-Series Hamaar Bhojpuri,"12,800,000","6,334,967,135","9,347",Entertainment,2011
732,Ray William Johnson,"12,800,000","6,682,031,898","1,354",Entertainment,2008
733,Zee Telugu,"12,800,000","6,224,195,587","86,735",Entertainment,2008
734,Katakit Baby TV,"12,800,000","5,243,185,280",169,Music,2010
735,Typical Gamer,"12,800,000","3,948,852,379","3,931",Gaming,2008
736,BBC News,"12,800,000","3,841,146,030","16,397",News & Politics,2006
737,PowerfulJRE,"12,800,000","2,266,640,311",765,People & Blogs,2013
738,CookingShooking Hindi,"12,800,000","1,609,903,713",393,People & Blogs,2017
739,Hacksmith,"12,800,000","1,343,814,218",745,Science & Technology,2006
740,Dear Sir,"12,800,000","918,548,566",482,Education,2016
741,Tsuriki Show,"12,700,000","19,472,063,469","1,617",Entertainment,2019
742,NickiMinajAtVEVO,"12,700,000","8,367,047,990",93,Music,2010
743,Like Nastya Stories,"12,700,000","6,055,781,883",389,Entertainment,2019
744,Top Viral Talent,"12,700,000","6,503,369,315","2,282",Entertainment,2014
745,Jazzghost,"12,700,000","4,639,145,138","5,111",Gaming,2012
746,Ei Nerd,"12,700,000","3,207,538,507","5,219",Entertainment,2013
747,#Refúgio Mental,"12,700,000","2,582,093,496",758,Entertainment,2013
748,أترو/Atro,"12,700,000","2,138,416,538","1,544",Gaming,2017
749,Ami Rodriguez,"12,600,000","1,986,603,595",358,Entertainment,2009
750,That Little Puff,"12,600,000","10,768,365,983",542,Pets & Animals,2020
751,Hungria Hip Hop,"12,600,000","3,960,601,978",44,Music,2013
752,BBC,"12,600,000","8,830,704,358","12,973",Pets & Animals,2005
753,Lady Diana,"12,600,000","7,265,803,610","1,273",Entertainment,2016
754,T-Series Regional,"12,600,000","5,169,203,026","15,573",Entertainment,2011
755,Blossom,"12,600,000","4,270,306,760",533,Howto & Style,2017
756,Crescendo com Luluca,"12,600,000","4,241,651,530","1,107",Entertainment,2015
757,7 Minutoz,"12,600,000","3,916,931,694",511,Music,2012
758,TKOR,"12,600,000","3,337,753,407","1,430",Education,2010
759,BIBO와 장난감,"12,600,000","2,875,252,577",152,Entertainment,2016
760,Veritasium,"12,600,000","1,795,358,843",336,Education,2010
761,Goldmines Premiere,"12,600,000","1,629,550,071",530,Entertainment,2013
762,SAAIHALILINTAR,"12,600,000","1,104,329,570",405,Entertainment,2012
763,Health Time,"12,600,000","978,876,224","1,604",Howto & Style,2016
764,Ja Mill,"12,500,000","1,302,818,088",567,People & Blogs,2016
765,JesseAndMike,"12,500,000","9,102,860,878",630,Entertainment,2007
766,Disney Junior,"12,500,000","11,451,399,743","3,261",Entertainment,2008
767,VexTrex,"12,500,000","7,198,667,373","3,133",Entertainment,2014
768,Zee Bangla,"12,500,000","5,283,086,890","76,545",Entertainment,2008
769,Awakening Music,"12,500,000","4,944,109,812",709,Music,2006
770,Lokdhun Punjabi,"12,500,000","4,372,757,487","1,399",Music,2010
771,Parafernalha,"12,500,000","4,547,822,776","1,498",Entertainment,2011
772,Rebecca Zamolo,"12,500,000","4,747,533,461",856,Comedy,2011
773,Juliana Baltar,"12,500,000","3,211,108,711","1,431",Entertainment,2010
774,StudyIQ IAS,"12,500,000","2,940,312,253","34,843",Education,2015
775,gymvirtual,"12,500,000","2,352,844,574","1,414",Sports,2010
776,Knowledge Tv हिन्दी,"12,500,000","1,446,664,137","1,041",People & Blogs,2014
777,キッズライン♡Kids Line,"12,400,000","10,743,601,694","5,581",People & Blogs,2011
778,KOMPASTV,"12,400,000","9,025,460,804","225,232",News & Politics,2013
779,Meghan Trainor,"12,400,000","7,312,991,342",89,People & Blogs,2008
780,Ajay Sharma,"12,400,000","9,181,398,526",607,Entertainment,2012
781,Wolfoo Channel,"12,400,000","5,859,164,410","1,032",,2019
782,elliegoulding,"12,400,000","6,556,822,629",104,Music,2007
783,Sony Music South,"12,400,000","7,036,027,389","1,574",Music,2014
784,karameeshchannel,"12,400,000","8,199,848,915","2,122",Entertainment,2012
785,Melon City Show - برنامج ولاية بطيخ,"12,400,000","5,477,760,778","1,592",Comedy,2016
786,DJ Khaled,"12,400,000","6,054,112,231",39,Music,2018
787,Adexe & Nau,"12,400,000","4,440,271,314",529,Music,2013
788,SR Toys Collection,"12,400,000","4,007,664,795",984,Entertainment,2012
789,CaseyNeistat,"12,400,000","3,044,339,760","1,068",People & Blogs,2010
790,Talking Angela,"12,400,000","3,284,897,861",204,Entertainment,2014
791,Jordan Matter,"12,400,000","3,368,183,197",355,Entertainment,2006
792,Kabita's Kitchen,"12,400,000","2,338,362,639","1,234",Howto & Style,2014
793,LOUD,"12,400,000","2,305,594,041","1,126",Gaming,2019
794,Brawl Stars,"12,400,000","1,796,220,780",130,Gaming,2017
795,Piuzinho,"12,400,000","1,022,959,848",463,Gaming,2015
796,People Vs Food,"12,400,000","959,616,512",384,Entertainment,2013
797,DisneyChannelUK,"12,300,000","11,606,288,094","3,238",Music,2007
798,Little Baby Bum en Español,"12,300,000","6,706,548,354","1,182",Education,2014
799,JOJO TV - Hindi Stories,"12,300,000","4,679,118,911",925,Education,2016
800,Troom Troom PT,"12,300,000","4,219,567,300","2,430",Howto & Style,2015
801,Peppa Pig em Português Brasil - Canal Oficial,"12,300,000","3,807,810,342","1,066",Film & Animation,2014
802,Gibby :),"12,300,000","2,761,291,454",203,People & Blogs,2014
803,Blockbuster Movies,"12,300,000","2,286,659,867",344,Entertainment,2016
804,Wolfoo Family,"12,200,000","5,770,890,911","1,101",,2019
805,Come Play With Me,"12,200,000","14,390,156,987",367,Entertainment,2014
806,The Dodo,"12,200,000","7,908,428,418","6,993",Pets & Animals,2014
807,Just For Laughs Gags,"12,200,000","7,856,644,944","6,411",Comedy,2007
808,Think Music India,"12,200,000","8,959,285,840","3,931",Music,2009
809,ماشا و الدب,"12,200,000","6,201,317,137",751,Shows,2017
810,Troom Troom India,"12,200,000","6,308,397,105","2,070",Howto & Style,2015
811,HZHtube Kids Fun,"12,200,000","3,956,552,948",674,Entertainment,2015
812,Its JoJo Siwa,"12,200,000","3,817,813,233",707,Entertainment,2015
813,My Mate Nate,"12,200,000","2,748,616,115",981,Comedy,2014
814,Bela Bagunça,"12,200,000","2,770,979,129",921,People & Blogs,2015
815,Mythpat,"12,200,000","2,590,550,091",322,Entertainment,2018
816,GMA News,"12,100,000","10,471,677,314","329,711",News & Politics,2007
817,Future,"12,100,000","8,747,974,258",48,Music,2011
818,Codiscos,"12,100,000","9,823,385,812","6,967",Music,2007
819,Jass Records,"12,100,000","5,294,095,545","4,241",Music,2014
820,DeGoBooM,"12,100,000","4,732,355,492","3,062",Gaming,2014
821,FIFA,"12,100,000","3,904,515,416","9,589",Sports,2006
822,Más SKabeche,"12,100,000","2,746,045,885",632,Travel & Events,2015
823,Davie504,"12,100,000","2,329,241,574",793,Entertainment,2011
824,Trakin Tech,"12,100,000","1,809,901,493","3,285",Science & Technology,2011
825,ChrisBrownVEVO,"12,000,000","12,493,403,632",290,Music,2009
826,Migos ATL,"12,000,000","6,370,982,440",100,Music,2012
827,Lana Del Rey,"12,000,000","5,676,001,571",40,Music,2011
828,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,"12,000,000","6,447,519,975","10,858",Gaming,2012
829,Компот,"12,000,000","5,850,856,870","1,863",Gaming,2013
830,Geo News,"12,000,000","5,358,131,096","153,929",News & Politics,2007
831,NDTV,"12,000,000","4,510,236,068","126,906",Entertainment,2006
832,NORMAN FAIT DES VIDÉOS,"12,000,000","2,681,755,121",205,Comedy,2011
833,RaptorGamer,"12,000,000","2,522,809,876","1,207",People & Blogs,2016
834,Panda,"12,000,000","2,004,584,036","1,408",,2018
835,Narendra Modi,"12,000,000","2,265,382,511","17,104",News & Politics,2007
836,Kylie Jenner,"12,000,000","753,341,022",148,People & Blogs,2015
837,Troom Troom Indonesia,"11,900,000","5,012,830,809","1,568",People & Blogs,2019
838,Avril Lavigne,"11,900,000","5,636,275,144",140,Music,2005
839,The Infographics Show,"11,900,000","4,349,105,305","3,445",Education,2011
840,KaKa Kids TV - Nursery Rhymes Kids Animated Songs,"11,900,000","4,115,401,899",310,,2013
841,Azhan5star,"11,900,000","6,371,101,819",365,Entertainment,2021
842,CHHOTU KI MASTI,"11,900,000","4,064,045,560",106,Comedy,2018
843,Yudist Ardhana,"11,900,000","3,925,624,169","2,126",Entertainment,2016
844,Vogue,"11,900,000","3,533,048,715","2,756",Entertainment,2008
845,Sonotek Bhakti,"11,900,000","3,661,572,976","7,428",Entertainment,2010
846,BanderitaX,"11,900,000","3,347,502,658","1,474",Gaming,2013
847,Lulu99,"11,900,000","2,140,151,369",496,Entertainment,2015
848,Planet Earth INDIA,"11,900,000","1,722,795,279",630,People & Blogs,2011
849,colinfurze,"11,900,000","1,472,027,354",350,Entertainment,2006
850,Ice Cream Rolls,"11,900,000","1,469,047,858","1,528",Entertainment,2011
851,Yair17,"11,900,000","1,248,384,511",962,Gaming,2014
852,CalvinHarrisVEVO,"11,800,000","13,615,089,843",173,Music,2009
853,Rauw Alejandro,"11,800,000","9,232,920,975",114,Music,2014
854,Jamuna TV,"11,800,000","9,144,058,244","84,071",News & Politics,2017
855,MBC مصر,"11,800,000","7,784,893,932","40,608",Entertainment,2012
856,CNCO,"11,800,000","6,881,836,992",172,Music,2015
857,Kids TV India Hindi Nursery Rhymes,"11,800,000","5,473,328,070","1,185",Shows,2014
858,DANIEL EL TRAVIESO VIDEOS,"11,800,000","4,755,190,859",324,Comedy,2014
859,Kluna Tik,"11,800,000","4,208,225,754",275,Entertainment,2014
860,MrGear,"11,800,000","3,241,537,148",766,Science & Technology,2015
861,E-MasterSensei,"11,800,000","3,235,532,845","1,151",Gaming,2016
862,Timba Vk,"11,800,000","2,538,254,830",890,Gaming,2012
863,MORGENSHTERN,"11,800,000","2,085,751,416",131,Music,2013
864,WiederDude,"11,800,000","2,190,306,341",259,,2016
865,TommyInnit,"11,800,000","1,590,238,217",289,Gaming,2015
866,Tfue,"11,800,000","1,461,546,183",741,Gaming,2014
867,Bispo Bruno Leonardo,"11,800,000","1,882,150,122","3,439",Nonprofits & Activism,2016
868,TsMadaan,"11,800,000","1,329,092,064","1,687",Howto & Style,2008
869,EU FICO LOKO,"11,800,000","1,190,135,430","1,605",Comedy,2010
870,Technology Gyan,"11,800,000","920,996,435",924,Science & Technology,2015
871,Machinima,"11,700,000",0,0,Film & Animation,2006
872,Wave Music Bhakti,"11,700,000","4,770,280,667","19,108",Music,2011
873,FFUNTV,"11,700,000","9,325,685,889",364,Gaming,2018
874,Natti Natasha,"11,700,000","7,264,301,648",130,Music,2015
875,Netflix Jr.,"11,700,000","7,314,674,893","1,563",Education,2012
876,Nat and Essie,"11,700,000","6,890,942,780",959,Film & Animation,2015
877,Mor Haryanvi,"11,700,000","5,768,686,721",402,Music,2015
878,Luan Santana,"11,700,000","4,908,116,204",371,Music,2009
879,Koo Koo TV - Hindi,"11,700,000","4,265,761,191",927,Education,2017
880,123 GO!,"11,700,000","4,356,636,895",377,People & Blogs,2019
881,Naz | ناز,"11,700,000","2,002,897,892",917,People & Blogs,2016
882,Rubius Z,"11,700,000","1,828,200,652",429,Comedy,2006
883,emma chamberlain,"11,700,000","1,531,833,342",283,Entertainment,2016
884,Dani Russo Tv,"11,700,000","602,060,711",280,Comedy,2014
885,FrontaL Gaming,"11,700,000","255,073,454",108,Gaming,2015
886,eltrece,"11,600,000","11,106,097,841","149,786",Entertainment,2014
887,Alan Chikin Chow,"11,600,000","11,876,297,990",508,Comedy,2020
888,Луномосик,"11,600,000","5,052,785,110",460,People & Blogs,2015
889,Akon,"11,600,000","5,289,951,047",37,Music,2005
890,Halsey,"11,600,000","4,412,088,740",51,Music,2014
891,Republic Bharat,"11,600,000","5,041,539,626","49,789",News & Politics,2019
892,SBT,"11,600,000","3,375,080,065","25,710",Comedy,2008
893,办公室小野 Ms Yeah,"11,600,000","3,339,092,378",351,People & Blogs,2017
894,Morgz,"11,600,000","2,723,781,007",735,Gaming,2014
895,First We Feast,"11,600,000","2,485,814,338",819,Howto & Style,2014
896,P!NK,"11,500,000","7,211,913,487",13,Music,2006
897,YoungBoy Never Broke Again,"11,500,000","11,015,842,469",475,Entertainment,2015
898,TV9 Bharatvarsh,"11,500,000","7,314,674,032","193,940",People & Blogs,2018
899,Wassabi,"11,500,000","4,592,238,139","1,119",Entertainment,2006
900,Luli Pampín,"11,500,000","6,102,648,062",225,Music,2012
901,Duo Tiempo De Sol,"11,500,000","5,733,616,887",278,Music,2013
902,Wild 'N Out,"11,500,000","4,418,589,089","1,267",Entertainment,2006
903,LipaoGamer,"11,500,000","3,837,227,706","10,901",Gaming,2011
904,Make Joke Of,"11,500,000","1,832,620,830",42,Comedy,2017
905,Garena Free Fire LATAM,"11,500,000","1,587,661,793","1,425",People & Blogs,2018
906,Hero Movies 2022,"11,500,000","1,418,615,214",329,People & Blogs,2017
907,YtCrash,"11,400,000","3,825,084",1,Education,2015
908,infobells - Kannada,"11,400,000","5,209,512,047",353,Education,2014
909,Black Eyed Peas,"11,400,000","9,492,696,997",39,Music,2007
910,Annoying Orange,"11,400,000","7,893,769,128","1,861",Shows,2010
911,웃웃TwinsFromRussia,"11,400,000","7,802,486,828","3,589",People & Blogs,2011
912,Biper y sus Amigos,"11,400,000","4,991,697,738",119,Music,2012
913,Vy Qwaint,"11,400,000","5,409,544,753",528,Howto & Style,2014
914,Маша та Ведмідь,"11,400,000","4,942,306,057",994,Shows,2014
915,MC Divertida,"11,400,000","4,440,911,293",347,Entertainment,2018
916,BBC Earth,"11,400,000","4,069,124,046","2,248",Pets & Animals,2009
917,CrazyRussianHacker,"11,400,000","3,011,607,663","1,970",Science & Technology,2012
918,ExpCaseros,"11,400,000","2,515,501,575","1,023",Howto & Style,2012
919,الجانب المُشرق | Bright Side Arabic,"11,400,000","1,605,101,022","5,063",Howto & Style,2018
920,MyLifeAsEva,"11,400,000","1,534,278,655",326,Comedy,2011
921,GoldminesAction,"11,400,000","1,069,320,125",529,Film & Animation,2015
922,Free Fire India Official,"11,300,000","1,389,660,530","1,117",People & Blogs,2018
923,Colors Rishtey,"11,300,000","8,954,781,989","13,423",Entertainment,2013
924,Yoeslan,"11,300,000","8,789,109,127",240,Entertainment,2020
925,POCOYÓ en ESPAÑOL - Canal Oficial,"11,300,000","8,388,840,225","1,538",Film & Animation,2007
926,Lil Wayne,"11,300,000","5,335,786,775",254,Music,2013
927,elcarteldesantatv,"11,300,000","6,261,374,873",313,Music,2008
928,Star Casablanca | نجوم الدار البيضاء,"11,300,000","5,129,031,730",998,Music,2015
929,UnspeakableGaming,"11,300,000","4,826,278,522","2,444",Gaming,2012
930,Maymo,"11,300,000","4,918,241,216",486,Pets & Animals,2006
931,Simone e Simaria,"11,300,000","4,474,548,691",224,Music,2012
932,Single Track Studio,"11,300,000","4,462,580,470","1,719",Entertainment,2010
933,CaptainSparklez,"11,300,000","3,924,274,232","5,501",Gaming,2010
934,Tiana,"11,300,000","3,176,486,598",997,Entertainment,2015
935,Quantum Tech HD,"11,300,000","3,594,122,308",392,Science & Technology,2015
936,Ya - Alisa,"11,300,000","2,127,059,635",332,People & Blogs,2015
937,Jaiden Animations,"11,300,000","2,116,631,957",101,Film & Animation,2014
938,Ben Azelart,"11,300,000","2,294,003,189",236,Film & Animation,2014
939,Yoga With Adriene,"11,300,000","1,188,547,722",649,Howto & Style,2012
940,The Viral Fever,"11,200,000","1,656,301,737",433,Entertainment,2011
941,Lofi Girl,"11,200,000","1,311,726,533",328,Music,2015
942,Marta and Rustam,"11,200,000","12,481,668,186",390,Comedy,2021
943,ChainsmokersVEVO,"11,200,000","11,415,809,929",231,Music,2012
944,"せんももあいしーCh Sen, Momo, Ai & Shii","11,200,000","7,625,038,147","3,216",People & Blogs,2006
945,AlArabiya العربية,"11,200,000","5,892,643,162","129,135",People & Blogs,2006
946,DemiLovatoVEVO,"11,200,000","5,543,363,992",201,Music,2009
947,Cut,"11,200,000","4,846,700,433","1,738",Entertainment,2014
948,Toys Make Me Smile,"11,200,000","4,562,854,224",102,Entertainment,2015
949,Franco Escamilla,"11,200,000","3,344,578,049","2,053",Comedy,2007
950,Avocado Couple I Crazy Comics,"11,200,000","3,138,496,496",660,Film & Animation,2018
951,Fortnite,"11,200,000","2,123,231,155",792,Gaming,2014
952,luzugames,"11,200,000","1,978,138,747","2,882",Gaming,2013
953,Magic Five,"11,200,000","1,753,589,438",405,Entertainment,2016
954,El Rincón De Giorgio,"11,200,000","1,543,663,972",551,Entertainment,2013
955,Pastor Antônio Júnior,"11,200,000","1,646,248,092","3,624",People & Blogs,2013
956,CarryisLive,"11,200,000","1,371,995,657",893,Gaming,2017
957,MaJa Tv Moral Stories Fairy Tales,"11,100,000","4,132,213,251",449,Entertainment,2017
958,FunToys Collector Disney Toys Review,"11,100,000","15,050,447,314","2,910",Entertainment,2011
959,DisneyJuniorUK,"11,100,000","12,321,708,693","2,799",Entertainment,2010
960,Morphle TV,"11,100,000","7,586,526,902","1,126",Entertainment,2011
961,Влад и Никита,"11,100,000","6,761,739,774",396,,2018
962,Chotoonz TV - Funny Cartoons for Kids,"11,100,000","7,015,448,647","1,797",Film & Animation,2013
963,penguinz0,"11,100,000","5,768,785,195","3,952",Gaming,2007
964,ToysPlay,"11,100,000","7,000,333,135",397,Entertainment,2015
965,Pari's Lifestyle,"11,100,000","6,680,703,649",356,People & Blogs,2018
966,Comedy Central,"11,100,000","6,297,139,999","5,841",Comedy,2006
967,Diana and Roma IND,"11,100,000","4,802,776,148",446,,2019
968,Sky Does Everything,"11,100,000","3,823,868,578","2,101",Music,2011
969,BakLol Video,"11,100,000","3,250,851,179",257,Entertainment,2016
970,Genius,"11,100,000","2,891,052,624","2,797",Music,2011
971,Mo Vlogs,"11,100,000","2,933,099,311","1,906",People & Blogs,2013
972,The Film Theorists,"11,100,000","2,242,892,562",355,Film & Animation,2014
973,bharatzkitchen HINDI,"11,100,000","1,903,304,025",626,Howto & Style,2016
974,Mrwhosetheboss,"11,100,000","1,793,692,542","1,435",Science & Technology,2011
975,Acenix,"11,100,000","1,606,057,806",259,Gaming,2014
976,HellomaphieMX,"11,100,000","1,584,174,173",382,Howto & Style,2013
977,Virgínia Fonseca,"11,100,000","1,246,793,263","1,047",People & Blogs,2016
978,TV Shows,"11,000,000",0,0,,2012
979,Barbie,"11,000,000","3,703,938,514","2,411",Entertainment,2005
980,Inside Edition,"11,000,000","19,367,966,533","27,156",News & Politics,2012
981,Flowers Comedy,"11,000,000","9,521,653,019","8,840",Entertainment,2015
982,Flamingo,"11,000,000","8,874,980,800","2,196",Gaming,2017
983,Doja Cat,"11,000,000","5,459,891,400",25,Music,2018
984,Tyga,"11,000,000","5,211,071,220",160,Music,2009
985,Wolfoo's stories,"11,000,000","4,227,479,765",942,,2016
986,Emily Tube,"11,000,000","4,040,393,626",770,Entertainment,2014
987,ExplosmEntertainment,"11,000,000","3,685,664,468","1,048",Comedy,2009
988,Coisa de Nerd,"11,000,000","3,419,435,728","1,962",Gaming,2009
989,Taylor RS,"11,000,000","3,306,502,621","1,845",Gaming,2016
990,unknown boy varun,"11,000,000","3,263,285,883",193,Music,2016
991,Viih Tube,"11,000,000","886,497,694",505,People & Blogs,2013
992,OYUNCAKOYNUYORUM,"10,900,000","9,948,474,904",791,Entertainment,2016
993,Brancoala,"10,900,000","7,934,725,886","1,685",Entertainment,2008
994,핑크퐁 (인기 동요・동화),"10,900,000","6,663,450,148","2,726",Education,2014
995,OGGY,"10,900,000","5,589,104,660",920,Film & Animation,2014
996,JP Plays,"10,900,000","4,609,300,218","3,528",Gaming,2014
997,TrapMusicHDTV,"10,900,000","4,070,521,973",690,Music,2013
998,Games EduUu,"10,900,000","3,093,784,767","1,006",Gaming,2011
999,Hueva,"10,900,000","3,040,301,750",831,Gaming,2012
1000,Dobre Brothers,"10,900,000","2,808,411,693",590,People & Blogs,2017
